id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
13018,df,4.2,询问明日能否还款,诶能能能可以,诶能可以,6.1,肯定,yes
13019,benrenshoucui,4.2,询问明日能否还款,啊可以可以可以好,啊可以好,6.1,肯定,yes
13020,df,4.2,询问明日能否还款,哎嗯嗯,哎嗯,6.1,肯定,yes
13021,df,4.2,询问明日能否还款,哦好好好的好好好好,哦好好好的好好,6.1,肯定,yes
13022,benrenshoucui,4.2,询问明日能否还款,呃尽量吧好吧,呃尽量吧好吧,6.1,肯定,yes
13023,benrenshoucui,4.2,询问明日能否还款,您给我小孩处理吧好,您给我小孩处理吧好,6.1,肯定,yes
13024,GHSC,4.2,询问明日能否还款,恩好好好好好,恩好好好,6.1,肯定,yes
13025,benrenshoucui,4.2,询问明日能否还款,啊可以能能能,啊可以能能能,6.1,肯定,yes
13026,df,4.2,询问明日能否还款,知道啊,知道啊,6.1,肯定,yes
13027,GHSC,4.2,询问明日能否还款,哦好吧,哦好吧,6.1,肯定,yes
13028,GHSC,4.2,询问明日能否还款,嗯嗯哦知道吗,嗯哦知道吗,6.1,肯定,yes
13029,benrenshoucui,4.2,询问明日能否还款,嗯嗯哦我想,嗯哦我想,6.1,肯定,yes
13030,df,4.2,询问明日能否还款,哎行,哎行,6.1,肯定,yes
13031,benrenshoucui,5.6,询问明日能否还款,嗯嗯好的好的可以可以今天这边,嗯好的可以今天这边,7.1,肯定,yes
13032,RESC,4.2,询问明日能否还款,嗯是啊,嗯是啊,6.1,肯定,yes
13033,GHSC,4.2,询问明日能否还款,行吧行吧,行吧行吧,6.1,肯定,yes
13034,benrenshoucui,4.2,询问明日能否还款,我知道我知道我知道,我知道,6.1,肯定,yes
13035,GHSC,4.2,询问明日能否还款,我尽量吧好吗,我尽量吧好吗,6.1,肯定,yes
13036,GHSC,4.2,询问明日能否还款,可以可以可以最低好吗,可以最低好吗,6.1,肯定,yes
13037,benrenshoucui,4.2,询问明日能否还款,好的行,好的行,6.1,肯定,yes
13038,df,4.2,询问明日能否还款,嗯嗯那可以嗯嗯,嗯那可以嗯,6.1,肯定,yes
13039,benrenshoucui,4.2,询问明日能否还款,啊行行行我知道了,啊行行行我知道了,6.1,肯定,yes
13040,benrenshoucui,5.6,询问明日能否还款,好的先生我,好的先生我,7.1,肯定,yes
13041,GHSC,4.2,询问明日能否还款,嗯好吧,嗯好吧,6.1,肯定,yes
13042,benrenshoucui,4.2,询问明日能否还款,哦嗯嗯,哦嗯,6.1,肯定,yes
13043,benrenshoucui,5.6,询问明日能否还款,好谢谢,好谢谢,7.1,肯定,yes
13044,benrenshoucui,4.2,询问明日能否还款,那行,那行,6.1,肯定,yes
13045,df,5.6,询问明日能否还款,嗯知道了知道了,嗯知道了,7.1,肯定,yes
13046,RESC,4.2,询问明日能否还款,知道吧里,知道吧里,6.1,肯定,yes
13047,GHSC,4.2,询问明日能否还款,行那就这样,行那就这样,6.1,肯定,yes
13048,df,4.2,询问明日能否还款,又能能,又能,6.1,肯定,yes
13049,benrenshoucui,4.2,询问明日能否还款,型,型,6.1,肯定,yes
13050,benrenshoucui,4.2,询问明日能否还款,能出来能处理,能出来能处理,6.1,肯定,yes
13051,GHSC,4.2,询问明日能否还款,哦能,哦能,6.1,肯定,yes
13052,GHSC,4.2,询问明日能否还款,啊行我知道了,啊行我知道了,6.1,肯定,yes
13053,GHSC,4.2,询问明日能否还款,嗯好的好的嗯,嗯好的嗯,6.1,肯定,yes
13054,df,5.6,询问明日能否还款,哎可以啊,哎可以啊,7.1,肯定,yes
13055,benrenshoucui,4.2,询问明日能否还款,嗯对啊,嗯对啊,6.1,肯定,yes
13056,GHSC,5.6,询问明日能否还款,啊好可以可以,啊好可以,7.1,肯定,yes
13057,GHSC,4.2,询问明日能否还款,嗯嗯喂,嗯喂,6.1,肯定,yes
13058,benrenshoucui,4.2,询问明日能否还款,啊能能能好好,啊能好好,6.1,肯定,yes
13059,GHSC,4.2,询问明日能否还款,知道啦知道啦,知道啦知道啦,6.1,肯定,yes
13060,RESC,4.2,询问明日能否还款,能好,能好,6.1,肯定,yes
13061,GHSC,4.2,询问明日能否还款,我问我可以嗯嗯,我问我可以嗯,6.1,肯定,yes
13062,benrenshoucui,5.6,询问明日能否还款,啊可以可以的,啊可以的,7.1,肯定,yes
13063,RESC,4.2,询问明日能否还款,可以应该可以,可以应该可以,6.1,肯定,yes
13064,benrenshoucui,4.2,询问明日能否还款,嗯可以可以好谢谢,嗯可以好谢谢,6.1,肯定,yes
13065,benrenshoucui,5.6,询问明日能否还款,差不多,差不多,7.1,肯定,yes
13066,benrenshoucui,4.2,询问明日能否还款,可以您可以,可以您可以,6.1,肯定,yes
13067,benrenshoucui,4.2,询问明日能否还款,好嘞好嘞,好嘞,6.1,肯定,yes
13068,df,4.2,询问明日能否还款,啊知道时间说吧到时,啊知道时间说吧到时,6.1,肯定,yes
13069,GHSC,4.2,询问明日能否还款,嗯嗯行行好的说什么呢,嗯行行好的说什么呢,6.1,肯定,yes
13070,RESC,4.2,询问明日能否还款,想办法想办法,想办法想办法,6.1,肯定,yes
13071,benrenshoucui,5.6,询问明日能否还款,行行,行,7.1,肯定,yes
13072,RESC,4.2,询问明日能否还款,想办法,想办法,6.1,肯定,yes
13073,GHSC,4.2,询问明日能否还款,对对我看我刚功能不哎对对我知道好的好的,对我看我刚功能不哎对我知道好的,6.1,肯定,yes
13074,benrenshoucui,4.2,询问明日能否还款,嗯应该可以,嗯应该可以,6.1,肯定,yes
13075,benrenshoucui,4.2,询问明日能否还款,哦我知道我知道我知道我知道,哦我知道,6.1,肯定,yes
13076,df,4.2,询问明日能否还款,片可以,片可以,6.1,肯定,yes
13077,benrenshoucui,5.6,询问明日能否还款,好的好的明白了,好的明白了,7.1,肯定,yes
13078,benrenshoucui,4.2,询问明日能否还款,哦知道,哦知道,6.1,肯定,yes
13079,df,4.2,询问明日能否还款,恩可以可以,恩可以,6.1,肯定,yes
13080,benrenshoucui,4.2,询问明日能否还款,哦对行,哦对行,6.1,肯定,yes
13081,GHSC,4.2,询问明日能否还款,哦好好明天明天几号,哦好好明天几号,6.1,肯定,yes
13082,df,4.2,询问明日能否还款,我可以,我可以,6.1,肯定,yes
13083,RESC,4.2,询问明日能否还款,恩好嗯,恩好嗯,6.1,肯定,yes
13084,RESC,4.2,询问明日能否还款,嗯我想处理我想办法之类,嗯我想处理我想办法之类,6.1,肯定,yes
13085,RESC,4.2,询问明日能否还款,我知道了行了谢谢,我知道了行了谢谢,6.1,肯定,yes
13086,benrenshoucui,4.2,询问明日能否还款,喂嗯知道了,喂嗯知道了,6.1,肯定,yes
13087,GHSC,4.2,询问明日能否还款,让我今天晚上可以先最低还款先还了吧,让我今天晚上可以先最低还款先还了吧,6.1,肯定,yes
13088,GHSC,4.2,询问明日能否还款,哦好好好嗯,哦好好好嗯,6.1,肯定,yes
13089,df,4.2,询问明日能否还款,恩好的好的行行,恩好的行,6.1,肯定,yes
13090,benrenshoucui,5.6,询问明日能否还款,嗯嗯嗯嗯,嗯,7.1,肯定,yes
13091,df,4.2,询问明日能否还款,啊能可以看谢谢谢谢谢谢银行,啊能可以看谢谢银行,6.1,肯定,yes
13092,RESC,4.2,询问明日能否还款,好好好可以可以谢谢谢谢你啊谢谢你嗯,好好好可以谢谢你啊谢谢你嗯,6.1,肯定,yes
13093,benrenshoucui,4.2,询问明日能否还款,可以可以好,可以好,6.1,肯定,yes
13094,benrenshoucui,5.6,询问明日能否还款,能知道我你能听到我,能知道我你能听到我,7.1,肯定,yes
13095,benrenshoucui,5.6,询问明日能否还款,好的好的,好的,7.1,肯定,yes
13096,GHSC,4.2,询问明日能否还款,嗯好的谢谢啊,嗯好的谢谢啊,6.1,肯定,yes
13097,df,4.2,询问明日能否还款,嗯好知道了,嗯好知道了,6.1,肯定,yes
13098,RESC,4.2,询问明日能否还款,对对对然后,对然后,6.1,肯定,yes
13099,df,4.2,询问明日能否还款,哦好好知道知,哦好好知道知,6.1,肯定,yes
13100,GHSC,4.2,询问明日能否还款,啊好的好的,啊好的,6.1,肯定,yes
13101,GHSC,4.2,询问明日能否还款,行可以没问题,行可以没问题,6.1,肯定,yes
13102,RESC,4.2,询问明日能否还款,哦哦哦,哦,6.1,肯定,yes
13103,benrenshoucui,4.2,询问明日能否还款,哎可以可以,哎可以,6.1,肯定,yes
13104,GHSC,4.2,询问明日能否还款,好的我知道,好的我知道,6.1,肯定,yes
13105,GHSC,4.2,询问明日能否还款,哦哦好的,哦好的,6.1,肯定,yes
13106,RESC,4.2,询问明日能否还款,嗯哼,嗯哼,6.1,肯定,yes
13107,benrenshoucui,4.2,询问明日能否还款,能说的啊,能说的啊,6.1,肯定,yes
13108,benrenshoucui,4.2,询问明日能否还款,好的嗯嗯,好的嗯,6.1,肯定,yes
13109,df,4.2,询问明日能否还款,嗯嗯啊,嗯啊,6.1,肯定,yes
13110,RESC,4.2,询问明日能否还款,好好的好的,好好的好的,6.1,肯定,yes
13111,df,4.2,询问明日能否还款,嗯嗯哎是的,嗯哎是的,6.1,肯定,yes
13112,GHSC,5.6,询问明日能否还款,啊知道了知道了,啊知道了,7.1,肯定,yes
13113,GHSC,5.6,询问明日能否还款,对的,对的,7.1,肯定,yes
13114,benrenshoucui,4.2,询问明日能否还款,好可以,好可以,6.1,肯定,yes
13115,benrenshoucui,4.2,询问明日能否还款,想确认过,想确认过,6.1,肯定,yes
13116,GHSC,5.6,询问明日能否还款,嗯我尽量吧啊,嗯我尽量吧啊,7.1,肯定,yes
13117,GHSC,4.2,询问明日能否还款,啊那今天处理好,啊那今天处理好,6.1,肯定,yes
13118,GHSC,5.6,询问明日能否还款,行啊,行啊,7.1,肯定,yes
13119,benrenshoucui,5.6,询问明日能否还款,哦行行,哦行行,7.1,肯定,yes
13120,benrenshoucui,4.2,询问明日能否还款,可以处理,可以处理,6.1,肯定,yes
13121,RESC,4.2,询问明日能否还款,嗯好的我知道了,嗯好的我知道了,6.1,肯定,yes
13122,benrenshoucui,4.2,询问明日能否还款,啊对可以,啊对可以,6.1,肯定,yes
13123,benrenshoucui,4.2,询问明日能否还款,嗯嗯好再见,嗯好再见,6.1,肯定,yes
13124,benrenshoucui,5.6,询问明日能否还款,哎可以,哎可以,7.1,肯定,yes
13125,benrenshoucui,4.2,询问明日能否还款,恩可以谢谢啊,恩可以谢谢啊,6.1,肯定,yes
13126,GHSC,5.6,询问明日能否还款,嗯尽量,嗯尽量,7.1,肯定,yes
13127,RESC,4.2,询问明日能否还款,我姓李我知道的啊好的我知道了,我姓李我知道的啊好的我知道了,6.1,肯定,yes
13128,GHSC,4.2,询问明日能否还款,现在我现在办吧,现在我现在办吧,6.1,肯定,yes
13129,benrenshoucui,4.2,询问明日能否还款,我尽快处理嗯,我尽快处理嗯,6.1,肯定,yes
13130,GHSC,4.2,询问明日能否还款,哦好我跟你聊好谢谢你啊,哦好我跟你聊好谢谢你啊,6.1,肯定,yes
13131,GHSC,4.2,询问明日能否还款,好好我知道了谢谢啊,好好我知道了谢谢啊,6.1,肯定,yes
13132,benrenshoucui,5.6,询问明日能否还款,哦那好了好好麻烦你了啊,哦那好了好好麻烦你了啊,7.1,肯定,yes
13133,benrenshoucui,4.2,询问明日能否还款,哦明天行,哦明天行,6.1,肯定,yes
13134,benrenshoucui,4.2,询问明日能否还款,明天处理不了后天,明天处理不了后天,5.4,肯定,yes
13135,benrenshoucui,4.2,询问明日能否还款,好的呢,好的呢,6.1,肯定,yes
13136,RESC,4.2,询问明日能否还款,啊可以吧可以吧我尽量吧,啊可以吧可以吧我尽量吧,6.1,肯定,yes
13137,benrenshoucui,4.2,询问明日能否还款,可以可以到我了,可以到我了,6.1,肯定,yes
13138,benrenshoucui,5.6,询问明日能否还款,哎喂嗯嗯,哎喂嗯,7.1,肯定,yes
13139,GHSC,4.2,询问明日能否还款,有啊,有啊,6.1,肯定,yes
13140,benrenshoucui,4.2,询问明日能否还款,那就能处理好吧,那就能处理好吧,6.1,肯定,yes
13141,benrenshoucui,4.2,询问明日能否还款,能能能他那个额度变了吗还到原先北京之前嘛因为我家孩子有病住院楼的耳光了就是嗯你给我来信息我才想起来,能能能他那个额度变了吗还到原先北京之前嘛因为我家孩子有病住院楼的耳光了就是嗯你给我来信息我才想起来,6.1,肯定,yes
13142,benrenshoucui,5.6,询问明日能否还款,对对就是,对就是,7.1,肯定,yes
13143,benrenshoucui,4.2,询问明日能否还款,哦好,哦好,6.1,肯定,yes
13144,RESC,4.2,询问明日能否还款,也可以,也可以,6.1,肯定,yes
13145,df,5.6,询问明日能否还款,啊好的好的好的,啊好的,7.1,肯定,yes
13146,RESC,4.2,询问明日能否还款,尽快想办法,尽快想办法,6.1,肯定,yes
13147,df,4.2,询问明日能否还款,嗯我尽量帮,嗯我尽量帮,6.1,肯定,yes
13148,df,4.2,询问明日能否还款,嗯可以的可以的,嗯可以的可以的,6.1,肯定,yes
13149,GHSC,4.2,询问明日能否还款,嗯就这样吧,嗯就这样吧,6.1,肯定,yes
13150,df,4.2,询问明日能否还款,好的好的好好那你现在没处理了,好的好好那你现在没处理了,6.1,肯定,yes
13151,df,4.2,询问明日能否还款,恩我知道嗯嗯,恩我知道嗯,6.1,肯定,yes
13152,df,5.6,询问明日能否还款,恩好好好嗯嗯,恩好好好嗯,7.1,肯定,yes
13153,RESC,4.2,询问明日能否还款,哦哦可以呀知道啦,哦可以呀知道啦,6.1,肯定,yes
13154,RESC,4.2,询问明日能否还款,行好嘞,行好嘞,6.1,肯定,yes
13155,GHSC,5.6,询问明日能否还款,吧好好好,吧好好好,7.1,肯定,yes
13156,benrenshoucui,4.2,询问明日能否还款,好啦,好啦,6.1,肯定,yes
13157,RESC,4.2,询问明日能否还款,对对这个我知道,对这个我知道,6.1,肯定,yes
13158,df,4.2,询问明日能否还款,哦知道知道知道知道知道,哦知道,6.1,肯定,yes
13159,benrenshoucui,4.2,询问明日能否还款,对明白好,对明白好,6.1,肯定,yes
13160,GHSC,4.2,询问明日能否还款,我查一下吧我看看查查到我还,我查一下吧我看看查查到我还,6.1,肯定,yes
13161,benrenshoucui,4.2,询问明日能否还款,哎我知道他这个,哎我知道他这个,6.1,肯定,yes
13162,df,4.2,询问明日能否还款,恩应该能吧,恩应该能吧,6.1,肯定,yes
13163,GHSC,4.2,询问明日能否还款,嗯行吗,嗯行吗,6.1,肯定,yes
13164,benrenshoucui,4.2,询问明日能否还款,行行行我尽快尽尽快吧,行行行我尽快尽尽快吧,6.1,肯定,yes
13165,df,4.2,询问明日能否还款,行我知道了,行我知道了,6.1,肯定,yes
13166,benrenshoucui,4.2,询问明日能否还款,零零应该没问题,零零应该没问题,6.1,肯定,yes
13167,GHSC,4.2,询问明日能否还款,嗯,嗯,6.1,肯定,yes
13168,benrenshoucui,4.2,询问明日能否还款,嗯行那,嗯行那,6.1,肯定,yes
13169,benrenshoucui,4.2,询问明日能否还款,可以呀你那就可以,可以呀你那就可以,6.1,肯定,yes
13170,benrenshoucui,5.6,询问明日能否还款,可以可以可以,可以,7.1,肯定,yes
13171,GHSC,5.6,询问明日能否还款,好好好可以可以,好好好可以,7.1,肯定,yes
13172,RESC,4.2,询问明日能否还款,应该能吧,应该能吧,6.1,肯定,yes
13173,RESC,4.2,询问明日能否还款,行那我尽快好吧,行那我尽快好吧,6.1,肯定,yes
13174,benrenshoucui,4.2,询问明日能否还款,是吧,是吧,6.1,肯定,yes
13175,df,4.2,询问明日能否还款,啊可以的可以的,啊可以的可以的,6.1,肯定,yes
13176,benrenshoucui,4.2,询问明日能否还款,会,会,6.1,肯定,yes
13177,GHSC,4.2,询问明日能否还款,会啊我尽快,会啊我尽快,6.1,肯定,yes
13178,benrenshoucui,4.2,询问明日能否还款,哦行那嗯嗯,哦行那嗯,6.1,肯定,yes
13179,df,5.6,询问明日能否还款,好好好行行行,好好好行行行,7.1,肯定,yes
13180,benrenshoucui,4.2,询问明日能否还款,因为还,因为还,6.1,肯定,yes
13181,benrenshoucui,4.2,询问明日能否还款,啊能,啊能,6.1,肯定,yes
13182,benrenshoucui,5.6,询问明日能否还款,你嘛对吧,你嘛对吧,7.1,肯定,yes
13183,benrenshoucui,4.2,询问明日能否还款,可以呀我听就可以处理,可以呀我听就可以处理,6.1,肯定,yes
13184,benrenshoucui,4.2,询问明日能否还款,嗯不是啊我知道了嗯嗯,嗯不是啊我知道了嗯,6.1,肯定,yes
13185,benrenshoucui,4.2,询问明日能否还款,可以可以明天可以,可以明天可以,6.1,肯定,yes
13186,RESC,4.2,询问明日能否还款,嗯尽快处理吧,嗯尽快处理吧,6.1,肯定,yes
13187,benrenshoucui,4.2,询问明日能否还款,嗯肯定是反正,嗯肯定是反正,6.1,肯定,yes
13188,df,5.6,询问明日能否还款,能呀,能呀,7.1,肯定,yes
13189,GHSC,4.2,询问明日能否还款,哦好的好的好好,哦好的好好,6.1,肯定,yes
13190,GHSC,4.2,询问明日能否还款,恩对对,恩对对,6.1,肯定,yes
13191,RESC,4.2,询问明日能否还款,应该差不多那个楼,应该差不多那个楼,6.1,肯定,yes
13192,GHSC,5.6,询问明日能否还款,可以可以可以可以可以哎那我刚接电话说你那种卡不知道怎么搞的那一班我们交了可以交到底是交到一九一九这张卡现在中阜阳四个开箱一登记,可以哎那我刚接电话说你那种卡不知道怎么搞的那一班我们交了可以交到底是交到一九一九这张卡现在中阜阳四个开箱一登记,7.1,肯定,yes
13193,GHSC,4.2,询问明日能否还款,嗯好吧好吧好,嗯好吧好吧好,6.1,肯定,yes
13194,benrenshoucui,4.2,询问明日能否还款,欧陆能,欧陆能,6.1,肯定,yes
13195,GHSC,5.6,询问明日能否还款,啊争取,啊争取,7.1,肯定,yes
13196,df,5.6,询问明日能否还款,嗯嗯嗯嗯好好,嗯好好,7.1,肯定,yes
13197,benrenshoucui,4.2,询问明日能否还款,嗯嗯没事了,嗯没事了,6.1,肯定,yes
13198,benrenshoucui,5.6,询问明日能否还款,好我知道了,好我知道了,7.1,肯定,yes
13199,benrenshoucui,4.2,询问明日能否还款,我尽快吧哈,我尽快吧哈,6.1,肯定,yes
13200,benrenshoucui,4.2,询问明日能否还款,嗯嗯可以的,嗯可以的,6.1,肯定,yes
13201,benrenshoucui,4.2,询问明日能否还款,我知我知道,我知我知道,6.1,肯定,yes
13202,RESC,4.2,询问明日能否还款,好的好的好的好好好,好的好好好,6.1,肯定,yes
13203,benrenshoucui,4.2,询问明日能否还款,是的是的嗯,是的嗯,6.1,肯定,yes
13204,RESC,4.2,询问明日能否还款,嗯行我试一下,嗯行我试一下,6.1,肯定,yes
13205,benrenshoucui,4.2,询问明日能否还款,嗯嗯我尽量吧好吧,嗯我尽量吧好吧,6.1,肯定,yes
13206,RESC,4.2,询问明日能否还款,啊就是,啊就是,6.1,肯定,yes
13207,GHSC,5.6,询问明日能否还款,那行行行,那行行行,7.1,肯定,yes
13208,benrenshoucui,4.2,询问明日能否还款,我知道,我知道,6.1,肯定,yes
13209,GHSC,4.2,询问明日能否还款,嗯嗯好的好的好,嗯好的好,6.1,肯定,yes
13210,df,4.2,询问明日能否还款,对对啊我知道我我知道那我,对啊我知道我我知道那我,6.1,肯定,yes
13211,df,4.2,询问明日能否还款,我尽量吧我我现在我进我最大的努力,我尽量吧我现在我进我最大的努力,6.1,肯定,yes
13212,benrenshoucui,5.6,询问明日能否还款,能可以可以,能可以,7.1,肯定,yes
13213,benrenshoucui,4.2,询问明日能否还款,哎好嘞,哎好嘞,6.1,肯定,yes
13214,benrenshoucui,4.2,询问明日能否还款,那可以可以,那可以,6.1,肯定,yes
13215,benrenshoucui,4.2,询问明日能否还款,嗯嗯好的谢谢,嗯好的谢谢,6.1,肯定,yes
13216,GHSC,4.2,询问明日能否还款,看一下,看一下,6.1,肯定,yes
13217,RESC,4.2,询问明日能否还款,我我和尽快,我和尽快,6.1,肯定,yes
13218,benrenshoucui,4.2,询问明日能否还款,哦好好,哦好好,6.1,肯定,yes
13219,RESC,4.2,询问明日能否还款,嗯嗯嗯,嗯,6.1,肯定,yes
13220,RESC,4.2,询问明日能否还款,嗯好的好的好的,嗯好的,6.1,肯定,yes
13221,GHSC,4.2,询问明日能否还款,哦,哦,6.1,肯定,yes
13222,benrenshoucui,4.2,询问明日能否还款,地方可以,地方可以,6.1,肯定,yes
13223,benrenshoucui,4.2,询问明日能否还款,哎好好好,哎好好好,6.1,肯定,yes
13224,RESC,4.2,询问明日能否还款,那好的好的,那好的,6.1,肯定,yes
13225,RESC,4.2,询问明日能否还款,应该可以啊,应该可以啊,6.1,肯定,yes
13226,df,4.2,询问明日能否还款,好的好的好的可以,好的可以,6.1,肯定,yes
13227,benrenshoucui,4.2,询问明日能否还款,我看看我看看好好,我看看我看看好好,6.1,肯定,yes
13228,df,5.6,询问明日能否还款,我知道一下,我知道一下,7.1,肯定,yes
13229,benrenshoucui,5.6,询问明日能否还款,恩好恩好的谢谢,恩好恩好的谢谢,7.1,肯定,yes
13230,GHSC,4.2,询问明日能否还款,哦记得哦,哦记得哦,6.1,肯定,yes
13231,RESC,4.2,询问明日能否还款,啊今天,啊今天,6.1,肯定,yes
13232,df,4.2,询问明日能否还款,哎对对,哎对,6.1,肯定,yes
13233,RESC,4.2,询问明日能否还款,嗯嗯嗯嗯哼,嗯哼,6.1,肯定,yes
13234,df,4.2,询问明日能否还款,我知道知道知道没人,我知道知道没人,6.1,肯定,yes
13235,benrenshoucui,4.2,询问明日能否还款,好行谢谢,好行谢谢,6.1,肯定,yes
13236,df,5.6,询问明日能否还款,好嘞谢谢,好嘞谢谢,7.1,肯定,yes
13237,benrenshoucui,4.2,询问明日能否还款,我知道了好了,我知道了好了,6.1,肯定,yes
13238,benrenshoucui,4.2,询问明日能否还款,啊可以可以可以可以,啊可以,6.1,肯定,yes
13239,df,4.2,询问明日能否还款,哦好我今年好吧,哦好我今年好吧,6.1,肯定,yes
13240,df,4.2,询问明日能否还款,好嘞好嘞行忙,好嘞行忙,6.1,肯定,yes
13241,benrenshoucui,4.2,询问明日能否还款,嗯这个我知道,嗯这个我知道,6.1,肯定,yes
13242,df,4.2,询问明日能否还款,嗯嗯好的好的我好的好,嗯好的我好的好,6.1,肯定,yes
13243,GHSC,5.6,询问明日能否还款,嗯嗯嗯行嗯,嗯行嗯,7.1,肯定,yes
13244,GHSC,4.2,询问明日能否还款,知道了嗯是呃知道了知道了,知道了嗯是呃知道了,6.1,肯定,yes
13245,RESC,4.2,询问明日能否还款,到时候再说吧尽量的,到时候再说吧尽量的,6.1,肯定,yes
13246,benrenshoucui,4.2,询问明日能否还款,哦还行对,哦还行对,6.1,肯定,yes
13247,df,4.2,询问明日能否还款,我回家处理好,我回家处理好,6.1,肯定,yes
13248,GHSC,5.6,询问明日能否还款,我不知道哎我我明天去你要到,我不知道哎我明天去你要到,7.1,肯定,yes
13249,df,4.2,询问明日能否还款,恩可以能能能,恩可以能能能,6.1,肯定,yes
13250,df,4.2,询问明日能否还款,那知道,那知道,6.1,肯定,yes
13251,benrenshoucui,4.2,询问明日能否还款,能能能能处理,能能能处理,6.1,肯定,yes
13252,benrenshoucui,4.2,询问明日能否还款,嗯我们尽快好吧,嗯我们尽快好吧,6.1,肯定,yes
13253,benrenshoucui,4.2,询问明日能否还款,电尽快尽快好,电尽快好,6.1,肯定,yes
13254,GHSC,4.2,询问明日能否还款,哦哦哦好好好,哦哦哦好好好,6.1,肯定,yes
13255,GHSC,5.6,询问明日能否还款,哦好好行,哦好好行,7.1,肯定,yes
13256,GHSC,4.2,询问明日能否还款,啊可以可以明天可以啊嗯嗯好谢谢,啊可以明天可以啊嗯好谢谢,6.1,肯定,yes
13257,benrenshoucui,4.2,询问明日能否还款,嗯嗯好好好,嗯好好好,6.1,肯定,yes
13258,benrenshoucui,4.2,询问明日能否还款,我尽快的好吧,我尽快的好吧,6.1,肯定,yes
13259,df,4.2,询问明日能否还款,好的好的好的谢谢里面可以可以,好的谢谢里面可以,6.1,肯定,yes
13260,df,4.2,询问明日能否还款,呃可以的,呃可以的,6.1,肯定,yes
13261,df,5.6,询问明日能否还款,恩行好好好,恩行好好好,7.1,肯定,yes
13262,benrenshoucui,4.2,询问明日能否还款,哦哦哦好的,哦哦哦好的,6.1,肯定,yes
13263,benrenshoucui,4.2,询问明日能否还款,然后可以,然后可以,6.1,肯定,yes
13264,GHSC,4.2,询问明日能否还款,没错,没错,6.1,肯定,yes
13265,df,4.2,询问明日能否还款,恩好的我我知道,恩好的我我知道,6.1,肯定,yes
13266,benrenshoucui,4.2,询问明日能否还款,可以可以可以可以可以可以我们在在在外外地旅游在旅游明天明天还款啊,可以我们在在外外地旅游在旅游明天还款啊,6.1,肯定,yes
13267,benrenshoucui,4.2,询问明日能否还款,哦我知道,哦我知道,6.1,肯定,yes
13268,benrenshoucui,4.2,询问明日能否还款,能能呢,能能呢,6.1,肯定,yes
13269,df,4.2,询问明日能否还款,可以可以可以可以我以为还够了嘞喂,可以我以为还够了嘞喂,6.1,肯定,yes
13270,GHSC,4.2,询问明日能否还款,嗯行行行好好好,嗯行行行好好好,6.1,肯定,yes
13271,benrenshoucui,5.6,询问明日能否还款,应该可以,应该可以,7.1,肯定,yes
13272,benrenshoucui,4.2,询问明日能否还款,知道,知道,6.1,肯定,yes
13273,benrenshoucui,4.2,询问明日能否还款,哦好的好的我尽快我尽快,哦好的我尽快我尽快,6.1,肯定,yes
13274,benrenshoucui,4.2,询问明日能否还款,好的好的知道,好的知道,6.1,肯定,yes
13275,GHSC,4.2,询问明日能否还款,啊好的好的啊,啊好的啊,6.1,肯定,yes
13276,RESC,4.2,询问明日能否还款,哦哦哦哦,哦,6.1,肯定,yes
13277,benrenshoucui,4.2,询问明日能否还款,好的好的知道了,好的知道了,6.1,肯定,yes
13278,benrenshoucui,4.2,询问明日能否还款,天可以,天可以,6.1,肯定,yes
13279,RESC,4.2,询问明日能否还款,我金亮亮就想办法找一点还吧,我金亮亮就想办法找一点还吧,6.1,肯定,yes
13280,benrenshoucui,4.2,询问明日能否还款,嗯好的好的,嗯好的,6.1,肯定,yes
13281,RESC,4.2,询问明日能否还款,恩是的,恩是的,6.1,肯定,yes
13282,RESC,4.2,询问明日能否还款,好我知道了以后,好我知道了以后,6.1,肯定,yes
13283,RESC,4.2,询问明日能否还款,嗯好的知道了,嗯好的知道了,6.1,肯定,yes
13284,benrenshoucui,4.2,询问明日能否还款,我能,我能,6.1,肯定,yes
13285,RESC,4.2,询问明日能否还款,好嘞知道了,好嘞知道了,6.1,肯定,yes
13286,RESC,4.2,询问明日能否还款,今天要处理,今天要处理,6.1,肯定,yes
13287,benrenshoucui,4.2,询问明日能否还款,啊对对对,啊对,6.1,肯定,yes
13288,df,4.2,询问明日能否还款,啊能能能,啊能,6.1,肯定,yes
13289,benrenshoucui,4.2,询问明日能否还款,对这这,对这,6.1,肯定,yes
13290,GHSC,5.6,询问明日能否还款,嗯那好,嗯那好,7.1,肯定,yes
13291,benrenshoucui,4.2,询问明日能否还款,好吧,好吧,6.1,肯定,yes
13292,benrenshoucui,4.2,询问明日能否还款,可以啊,可以啊,6.1,肯定,yes
13293,GHSC,5.6,询问明日能否还款,好吧好吧喂,好吧好吧喂,7.1,肯定,yes
13294,RESC,4.2,询问明日能否还款,我尽快尽快处理吧啊,我尽快处理吧啊,6.1,肯定,yes
13295,df,4.2,询问明日能否还款,对是,对是,6.1,肯定,yes
13296,benrenshoucui,4.2,询问明日能否还款,可以可以可以可以可以可以,可以,6.1,肯定,yes
13297,GHSC,4.2,询问明日能否还款,嗯嗯差不多,嗯差不多,6.1,肯定,yes
13298,df,4.2,询问明日能否还款,哎这个我知道,哎这个我知道,6.1,肯定,yes
